Days ago,Price (USD),Market Cap (USD),Volume (USD),Days ago,Price (USD),Market Cap (USD),Volume (USD),CV_9day,CC_9day,CV_20day,CC_20day,CV_50day,CC_50day,CV_200day,CC_200day,CV_365day,CC_365day
107.0,2.2601407748732694,0.0,2548823.683688554,107.0,60767.55585206728,1145912030969.1882,52318597556.794624,-228.16710542467635,-0.9642325112209633,-396.15814770217554,-0.9483796388823736,-293.59600866769466,-0.40547845807405836,1592.7554967908452,0.4811562511553743,,
108.0,2.243837496051691,0.0,2177173.2291312884,108.0,58641.00147419492,1105754837660.925,43976252157.068634,-219.11969013712587,-0.9483385710876662,-378.1448124382585,-0.9428936344520465,-264.36607652022013,-0.3778442197208382,1639.9919120699053,0.4964256599242016,,
109.0,2.171751639840603,0.0,2934654.5767846596,109.0,60604.18888794746,1143497865064.6724,33233702858.09473,-213.1480185602095,-0.9575069870483739,-364.68249716423526,-0.9394859376935544,-240.22318644132696,-0.35374693333030555,1682.1976516974314,0.5097674722082569,,
110.0,2.329819978619343,0.0,1965519.4453343335,110.0,63228.21382584213,1192131994832.5864,30852852368.02752,-203.20488934835848,-0.9751770041254809,-346.7761387009724,-0.9376463044243861,-214.9033688674888,-0.32873616062959143,1727.9496903284105,0.5258641094193627,,
111.0,2.426735705137686,0.0,2871298.744686916,111.0,61173.1663907232,1153315262663.0586,29982535557.40278,-191.60125191218472,-0.9764565062144498,-322.51943794019604,-0.9233678684302873,-185.772263030783,-0.2984416760071117,1769.6791829182775,0.5415185300817473,,
112.0,2.3883790471141926,0.0,2142482.503203804,112.0,61572.14043422243,1161166467847.4336,28505039147.788773,-187.48337435147562,-0.9784791435068818,-302.36889768519535,-0.898790943442252,-164.1557900458904,-0.27431382235357304,1799.2285816824983,0.55308659950299,,
113.0,2.445602562763593,0.0,2171774.0068256846,113.0,61029.27093182092,1151508584004.7793,40766460604.96904,-175.2728341634481,-0.9792114280159354,-278.62830653890404,-0.8635534262284977,-140.67197344772063,-0.24578771608403122,1829.6754069580356,0.5650855445843,,
114.0,2.4231662591941667,0.0,2256846.685385088,114.0,62541.08693293518,1178926819140.8179,48709960685.53348,-168.74811170854233,-0.9711983184910734,-257.03925271644005,-0.8255317169420908,-120.03734295186818,-0.21878683520422829,1861.2595954032006,0.5765528291808106,,
115.0,2.503444049448458,0.0,2892405.2244378123,115.0,66237.51755029388,1250376460615.7495,40790757381.601654,-157.26075066925867,-0.9553716765601604,-232.78465955540233,-0.7869006820966333,-95.97361914351043,-0.18462549674591341,1896.0261426403872,0.5899773447210573,,
116.0,2.6373303363085014,0.0,3553775.002414072,116.0,64517.64856042277,1217582580302.557,42550624869.2941,-146.212457035819,-0.9490125898495209,-199.39630000916608,-0.7341049431655381,-68.87984501410558,-0.1441949654313065,1930.0813586961656,0.6054930023165355,,
117.0,2.5915314087236876,0.0,3039649.9690399496,117.0,62017.972725178704,1173944883529.633,39610183787.235275,-138.3312997642984,-0.9537645432999698,-167.89959538113084,-0.6468232006742919,-49.976869384418855,-0.11275532075259345,1956.8864142038424,0.6167782201208094,,
118.0,2.5019354566045644,0.0,3853816.0027092975,118.0,61583.77443961336,1160650121141.9934,29625957541.677635,-132.7289360139936,-0.9520254948803817,-134.30740331243342,-0.5265674317529806,-33.49347035016694,-0.08053536142499401,1984.721393002802,0.6272251414331801,,
119.0,2.5405067660074763,0.0,3119931.5933144856,119.0,61165.63564211521,1153847028824.7434,35385452268.77726,-121.95988269900963,-0.9449706630570079,-100.77659540745451,-0.4091384547963615,-14.10942473277458,-0.036429988211057675,2014.4492028079885,0.6385840848226619,,
120.0,2.5639493233088464,0.0,2129688.939687007,120.0,61809.02394427028,1164782155730.3254,53653355008.40819,-113.6766693151639,-0.9448928129722882,-72.69417988316773,-0.3106269279423483,3.1512712868765207,0.00876238335691706,2042.440495423497,0.6490992045731749,,
121.0,2.5764575590624825,0.0,3740703.470503621,121.0,57452.43178503547,1082900149762.5826,35994603913.188385,-107.72540052090943,-0.9766880368414028,-43.99429351733765,-0.2026435318361205,21.54681454976608,0.06576290201715464,2068.820552012546,0.6598337047956564,,
122.0,2.4749398693960356,0.0,3641445.683971408,122.0,57487.985880422195,1083366079898.5513,41216945749.34656,-101.07669596078443,-0.9742902936333411,-21.350767186065966,-0.10048795915821065,32.73922445595861,0.10513257222501175,2085.7834415364578,0.6665046325162401,,
123.0,2.467249215119802,0.0,4468224.122899574,123.0,56335.035460511535,1061829863954.1321,40021384610.698265,-88.3651930662516,-0.9411482079105163,-0.31850978025270277,-0.001568069021124274,47.39331319347086,0.1618980791464378,2101.5182207832727,0.6735181501342195,,
124.0,2.4392506813401393,0.0,4364895.038250562,124.0,57572.510855596534,1084736227837.6608,41913482915.37917,-75.76717101952293,-0.8802155614358149,20.135336893385556,0.10299446337028018,59.43979214883048,0.21394532883508305,2116.5189615703403,0.6801745696453518,,
125.0,2.478010524043539,0.0,3145952.7364963666,125.0,54711.86959664297,1030788036761.6326,38579271671.06987,-59.638615363479765,-0.813366656246282,49.807529725688546,0.26093381021399575,74.64147172979862,0.2898363875273783,2132.00001638452,0.6883925267843338,,
126.0,2.4446905258042024,0.0,3294240.867783228,126.0,55125.460337680444,1038524699061.4408,31927344846.446766,-49.6138034072667,-0.7428585913112178,71.11559864549638,0.3726612014974749,84.58177961980269,0.3436927585602661,2140.482635400906,0.693014747024576,,
127.0,2.47839221813361,0.0,2217042.93318468,127.0,54010.93747374405,1016650501581.1074,33935485256.826164,-31.405257731666907,-0.5181233719521842,83.9270801191157,0.4593718692317747,95.7531203702193,0.4107995784725357,2150.3081536685154,0.6980041392883047,,
128.0,2.4373199412543323,0.0,3242586.885312226,128.0,53894.59599452107,1015246512238.866,36549815857.28183,-8.87447307999824,-0.1380528165106982,92.79946902950974,0.5301188731267632,105.21034793460849,0.47115048324861925,2160.091289353262,0.7026200517241321,,
129.0,2.4464127495146935,0.0,4436965.612664877,129.0,55415.00574202895,1044675252844.3663,48462388015.80152,17.227075291592236,0.24332164470670584,103.41175766049079,0.6206564110641006,116.4471469758268,0.5412082640773811,2169.919910349322,0.7064670693607623,,
130.0,2.507419566355724,0.0,5164912.115360461,130.0,51668.99422435564,973040988102.9114,35480330025.02791,42.79465394515937,0.6124698173209524,115.58668850187452,0.7521261775922367,130.8582252574154,0.6424599028280705,2188.4637628838714,0.7129323344078329,,
131.0,2.4695676529949337,0.0,3383569.334153273,131.0,49260.232321130694,927812140868.0522,32691763060.319107,58.22400614484351,0.7791207227090823,120.69453659690578,0.8041119308750109,137.86733444381656,0.6888855986450816,2203.418937979828,0.7167838014172542,,
132.0,2.4205499077998316,0.0,3736894.9126452166,132.0,48282.97113857447,910331395887.4816,26034594561.963406,70.89122981638202,0.8597210691836875,123.65185407336773,0.8312928030090446,140.31823718201846,0.710204396367432,2219.2291676142754,0.7202838575972124,,
133.0,2.419953523257018,0.0,2722665.303131705,133.0,47777.762019063,900582483713.1118,29742127387.956066,82.00470518938994,0.9134583538539403,127.7514461292523,0.8565254291310052,141.11534620085078,0.7251697523038487,2234.889733722625,0.7235710969031245,,
134.0,2.4140956596461485,0.0,2550849.2602052973,134.0,48181.87627260008,906929641888.8245,42089383189.81192,87.97263122764497,0.9406154924267233,130.30536169099872,0.8710244796819209,140.76178021803014,0.7358135501029555,2249.265261906268,0.7266849655047904,,
135.0,2.458388261385854,0.0,2485454.8776217313,135.0,43859.32614724109,827840965059.6127,30859918334.565014,95.65924577952914,0.9829552785743186,134.32222771943833,0.8957827207779884,141.96385626530162,0.7456481101874113,2260.4488201367326,0.7297282117462153,,
136.0,2.2853495376240573,0.0,4021998.843808736,136.0,41587.66786232295,782626384092.2843,30068690311.96594,102.99137269903562,0.970212484742462,131.94889464925066,0.8943109409869596,137.24078597147127,0.7391087946534199,2269.8302019694447,0.73087433061349,,
137.0,2.1873111556738976,0.0,2112531.3780482006,137.0,41010.37519836549,775534111089.4891,29691944223.292786,100.68389426232882,0.9700960425107372,120.59920482821799,0.8860990446861469,125.26617003169106,0.7218753681450181,2282.9256235106272,0.7325992493373604,,
138.0,2.1853188895268176,0.0,2719154.203826216,138.0,42247.355729006355,794889951096.439,30483144439.45263,85.50554741755553,0.9322961342513117,106.19461050273915,0.8777850535261161,109.78493152894025,0.6962223850640418,2288.2453235604517,0.7335542803955811,,
139.0,2.2540579034851165,0.0,2601742.435611658,139.0,43336.861233242744,825341135635.7169,30462815705.283737,71.61618173795465,0.8913807453397846,93.63307355506008,0.8625616867936804,98.37148216949957,0.6637305753550042,2291.9270507376127,0.7351381219015174,,
140.0,2.2827813026150863,0.0,2826854.1866676672,140.0,42856.855164224515,808279417023.3408,30898116660.05655,62.42926822849465,0.8677562356208715,78.92186362417635,0.7554065637631124,91.30765814326199,0.6459965587266425,2297.643097544115,0.7366163909874284,,
141.0,2.301717084524587,0.0,2311446.644036598,141.0,42752.1681545072,809772498812.6799,42973070342.650276,51.855581498302755,0.8255962241757697,67.74296797030522,0.7011908974932114,84.38116058736944,0.6173711450723481,2299.521306414436,0.7373512317268747,,
142.0,2.2755534680739404,0.0,4671675.205378511,142.0,44980.898214810935,846615719473.8734,33594750549.99859,40.96860782218731,0.7639811960758365,56.60015598731239,0.6530604252136413,81.28944881365196,0.5923063274830027,2295.840711290175,0.7373346735190788,,
143.0,2.4295765162178036,0.0,2321442.437964148,143.0,43587.22305058473,820460824050.9529,36624234960.05299,35.605170787368856,0.7363216258170878,49.51789626778722,0.6150499488374214,84.73500495087904,0.5916961566088481,2293.1558570789553,0.7386089786490138,,
144.0,2.372841218825678,0.0,3125095.4889681526,144.0,40386.62363528928,760802031650.6051,45940419565.082825,31.84893821634383,0.7165151338455763,41.56520744741471,0.5655496363007242,91.41129891651188,0.5945479459594396,2286.677902446109,0.7381439880172157,,
145.0,2.251608062668992,0.0,3255980.336009534,145.0,42932.94659595412,805826302811.3501,41220025453.5186,20.85921660183041,0.7357609375336909,27.142351860351717,0.4793127956273361,92.83111643900745,0.59488082735081,2273.0816519559103,0.7371630438209649,,
146.0,2.353806504218772,0.0,4456039.583916551,146.0,47371.03933236471,891560241243.0585,26163167368.59442,13.592825666675223,0.698578254212521,16.46436879480203,0.3600627711414811,94.52870836447106,0.598595814733242,2262.249112957371,0.7374193671343706,,
147.0,2.545782387118456,0.0,2999184.4820054825,147.0,48266.62707279063,907957032341.1344,27630476157.8273,16.61655679846806,0.747848730785553,15.958580083859045,0.37032852506853825,102.58452859549179,0.6381104718350052,2261.9239108200727,0.7396459684790517,,
148.0,2.609577166910592,0.0,3600649.430061989,148.0,47228.65821623257,892585184977.8329,27731209179.052345,18.92526271871002,0.8254548125708929,15.598589348055912,0.37144291800372314,111.46282619302495,0.6718384336386586,2262.6074125283567,0.740708994815035,,
149.0,2.6025322748570194,0.0,3019621.7564926157,149.0,47879.47343992101,900990520811.9348,31578783374.768665,20.0099281338406,0.8432916006574666,14.081650182037302,0.3436800508064814,121.5872230521642,0.6946840854328475,2262.491555439743,0.7414595337250077,,
150.0,2.5907821277447316,0.0,4176601.126374002,150.0,48186.53275704722,906727769791.0696,30037816650.128475,20.841038998344924,0.8798491581798706,13.209668877477121,0.3292352255589631,134.50843276521087,0.7254883137195668,2260.55071645745,0.7414489355165494,,
151.0,2.6130692093058796,0.0,3619786.9144721245,151.0,47135.43199562694,886524004596.6061,38645575965.52751,16.451333172114072,0.566319325957181,13.850778409305866,0.3554956195469639,151.59920284405723,0.7608551878331155,2261.2178804654727,0.742643762471752,,
152.0,2.5746480030409686,0.0,3483548.6667542933,152.0,45139.83396873267,848992511473.5618,40683028027.85497,14.982343713319477,0.4946037918134088,12.051089220649406,0.31640813776490434,169.96129328733593,0.784937974176873,2260.1288434519097,0.7432629683881594,,
153.0,2.446130266443245,0.0,3942866.164170919,153.0,46195.21830082935,869122611514.091,27585855039.22065,10.853415047450017,0.39592478523270724,8.398813667867502,0.24225517895736648,191.63757931706286,0.8035399694670757,2256.2777305813643,0.7433304746910904,,
154.0,2.554429170149211,0.0,2880407.4409523937,154.0,45196.488277558245,849828231595.6722,34160277726.441067,7.185165804433475,0.29860843600292925,4.435795881603412,0.13978315384016315,220.75043902812996,0.8342257791269508,2253.0088720194517,0.7442094073936547,,
155.0,2.5559647324188712,0.0,2194581.386048817,155.0,44802.60640249699,842222636395.4677,38051987740.157684,2.902225507505529,0.1410488170853208,0.18040283621200282,0.006359760919588252,253.0373470223028,0.8551047033136561,2249.8607532107676,0.7438824591100707,,
156.0,2.5588497178317855,0.0,3272546.061447915,156.0,46518.94118660236,876179332243.7437,38581092903.84418,-1.81517008986333,-0.10868531224981662,-4.430627474685864,-0.18183189957924056,290.86014554671505,0.8741112298730166,2250.877215049887,0.7444026622911197,,
157.0,2.657997442982484,0.0,2082053.3831534062,157.0,46085.02861578186,866885887154.3109,48151104381.084854,-3.4509417710871486,-0.24640897344673618,-6.809018664261439,-0.3095281681686058,334.0123424407596,0.8951715201106766,2267.893082918649,0.7465609617404279,,
158.0,2.6807285687999487,0.0,2732315.1777484994,158.0,46995.16417095979,881943904968.6511,64010507329.271904,-4.730483001324585,-0.3674030204373375,-8.568387983429856,-0.42548790443959317,384.1876196347948,0.9090755150470846,2286.966601070542,0.7475153429095677,,
159.0,2.684402670339395,0.0,4512751.787863867,159.0,52739.800166345514,992868819862.2306,37532574716.902405,-6.418302469049527,-0.5306497146353949,-8.012163747081452,-0.393233686959717,439.84735600067523,0.9227663759794444,2305.9051446817616,0.7485196697946511,,
160.0,2.9982679775449634,0.0,2977503.8045750596,160.0,51696.206431317885,971284117138.44,31765191430.17128,-2.4109452136444003,-0.2970941492951352,-1.0145445760683143,-0.05592058117520994,493.26169201810336,0.9468570961210017,2319.7558000045924,0.7492037039014076,,
161.0,2.959928366856224,0.0,2156248.493352085,161.0,50013.02994694588,940538655659.8085,36985805206.72937,-2.6777175945253386,-0.42244194613605324,1.1201595344034243,0.063468892747461,540.6954812654953,0.953944397108551,2327.164125401578,0.7494033026909028,,
162.0,2.912690746755067,0.0,1999225.197985487,162.0,49934.5282762881,937295558515.289,42934455726.28852,-1.7807697558192261,-0.306228033737595,2.1051295427135,0.12052525278527283,590.2212437730789,0.9590076548370623,2329.5033262541288,0.7483523518369992,,
163.0,2.899867756263263,0.0,2323037.501696071,163.0,49338.78465183332,927323146557.2119,39362789535.46043,-1.861636259768963,-0.3462452061684684,3.1590131096673266,0.18549878908535747,637.4612824050206,0.9637595784249238,2329.94552529513,0.747355746691536,,
164.0,2.8429132126280443,0.0,2437755.233804876,164.0,48823.05520964915,918058330851.4829,39060601275.21267,-1.3174555632033746,-0.2720900401531607,3.7598704534582237,0.22540033738818815,680.9817410804255,0.9673965939745393,2331.0646851451265,0.7469251265281954,,
165.0,2.8436929047360198,0.0,2150752.904401178,165.0,47335.42029920565,890014982634.8986,34868965959.24512,-1.8473393769178925,-0.3352745170358282,5.152815853409685,0.27613786705406146,721.6936427576309,0.9707139232784199,2329.5753211769525,0.7445549266275572,,
166.0,2.7342515904997398,0.0,2857855.4267627434,166.0,47124.25422469402,885729258052.6316,32326073271.91957,-2.6911402919148064,-0.46976908034290427,6.724330976410783,0.33430459640795157,761.337560380417,0.9727540916146561,,,,
167.0,2.7613528052117116,0.0,2704699.01972299,167.0,48907.27073106221,919515378468.8468,26244843557.507874,-3.7726507600768504,-0.7182702869540856,7.343444034979073,0.36014696889849457,794.1161430158555,0.9753124291180248,,,,
168.0,2.812731607924814,0.0,1925469.8499407542,168.0,48936.537254142204,920017911098.7555,28491785397.365837,-3.4823452936073327,-0.6952434745235498,8.970998566673785,0.4411718767297068,825.4248544556904,0.9782844185652652,,,,
169.0,2.8031555634253573,0.0,1988002.576192957,169.0,49083.10330586219,922969799298.9401,34607868773.39842,-2.640110031626563,-0.5355672479961896,11.704311494819663,0.516161021647949,856.6968462303307,0.9806130979197564,,,,
170.0,2.8276245791173538,0.0,1844793.6592547598,170.0,47229.070650876114,887832142450.1957,33774857002.92822,-0.3807936262136499,-0.05912234622903993,15.462206973217697,0.6222801929236071,889.5703851949991,0.9825018501850592,,,,
171.0,2.758808481643431,0.0,2210206.946770505,171.0,49002.70376627545,921328247353.5629,33517327123.555378,1.5860101867398892,0.18617725291271622,18.84005252026569,0.6584947758429787,921.6544438629121,0.9835672817081013,,,,
172.0,2.8566222593392894,0.0,2175274.6357027097,172.0,47940.6079149608,902489541307.5308,38387146174.87064,4.051414027073493,0.4388309622764913,27.199457171627394,0.767322668970787,951.6486671169516,0.9863032378636866,,,,
173.0,2.8039594337511624,0.0,2102875.4970389646,173.0,49518.57748790696,930729196214.2946,35800255386.41374,4.559730922296015,0.4813713874708513,37.02318197715548,0.8195864766297493,980.3470690094205,0.9868488188279083,,,,
174.0,2.8980574020276544,0.0,2896475.154216858,174.0,49250.54486971799,925630106451.4792,27110183703.24463,5.90838303249739,0.6658974305686017,52.106843661066954,0.8952377255163705,1007.9308979442619,0.989434575374489,,,,
175.0,2.9113209664510005,0.0,2314725.0380447814,175.0,48933.689151311635,920750216465.3846,42147725293.165855,6.481693124751752,0.7512869669813738,67.99717443489736,0.9288431098387122,1033.7113148725107,0.9902196259896965,,,,
176.0,2.9235639120558514,0.0,1952263.4089317773,176.0,49195.87860189616,923013359587.4719,36497089236.87114,7.768273238232219,0.7750523422702764,81.06252739016473,0.9471323188867719,1063.14208109009,0.9908167675577849,,,,
177.0,2.9560376633185728,0.0,2445688.367828828,177.0,46745.03462296988,867650725472.864,38434805722.952705,10.082407869585076,0.8590012681643601,90.75848834438817,0.957054263758308,1095.6221390425676,0.9916365452519796,,,,
178.0,2.847035492580099,0.0,1914966.5055355292,178.0,45015.46554608543,847143004614.999,34668999387.83819,11.181349017084344,0.8723096868505581,99.0519472879262,0.9588202504873647,1124.150484936027,0.99184364839712,,,,
179.0,2.785326599138938,0.0,2433321.4163045245,179.0,44534.454854219905,836777066605.9799,34488116651.18446,10.56485984470571,0.8726744150694802,108.55183373682824,0.9618779358808031,1145.785604056767,0.9919462980475483,,,,
180.0,2.725313254742191,0.0,2271759.7235551784,180.0,46031.75754362583,866391335029.3693,34221605780.00136,10.307910857243577,0.8293319984992383,119.23689600966999,0.9648414449747873,1168.2428377823296,0.991616285728866,,,,
181.0,2.838246685869317,0.0,2940756.5671793222,181.0,47025.00323011282,882888202377.7089,32863850458.005253,11.664329844288934,0.8646646565557098,134.42640499714648,0.9722468909246132,1194.7455074755242,0.9923719500772094,,,,
182.0,2.884906272577836,0.0,1707892.5909299755,182.0,47088.85313451467,886593539912.8141,33294851810.64847,14.954153221732964,0.8880692666486886,153.2949101786852,0.9769708244712748,1228.2368847302716,0.9921211180672825,,,,
183.0,2.9160589706005964,0.0,4249986.201171661,183.0,47717.27052766495,895084141168.7996,34320865037.164627,22.178807802191102,0.9197498538763329,178.27367924546436,0.9797718393713367,1254.5081976764372,0.9899333246355294,,,,
184.0,2.93784889256695,0.0,3565302.8945807028,184.0,44495.20979327958,836054770491.896,35838614930.04035,31.94585596049388,0.9454781803940239,210.29402050109857,0.9834089871418665,1273.2472741720774,0.9887572610521601,,,,
185.0,2.741697973023039,0.0,3784837.279401048,185.0,45652.06012506926,857660568377.3856,35679832771.371475,45.106688430739375,0.9657143547052326,245.3957184764395,0.9869883667017848,1284.346345513161,0.983792755157414,,,,
186.0,2.827832057959156,0.0,2732300.32242059,186.0,45639.51401890709,854344953098.7552,35669862361.54627,58.58170316657176,0.9772528881696609,285.56825422449447,0.9902054423938514,1300.1515375288743,0.9800598218664311,,,,
187.0,2.8337569474795257,0.0,2669708.0530563677,187.0,46311.00189857689,861862844505.6104,42726733997.85781,69.94643259510882,0.980530185490891,329.34537723728647,0.9915800089730851,1323.452884381962,0.9777214560301201,,,,
188.0,2.8530190774364796,0.0,2664077.9889656957,188.0,43753.217862646314,821704814136.0109,39633218478.615295,78.30514448410705,0.9794951759627747,380.59729860859375,0.9925771240701308,1340.6501347257577,0.9776919136943787,,,,
189.0,2.7074561029753594,0.0,2008547.260862628,189.0,44647.57760300116,838457486987.6113,42725276705.46515,84.70752576147999,0.98012304522232,435.10894738623574,0.9933085176597872,1343.9380181361205,0.9725604716675119,,,,
190.0,2.7708979875433797,0.0,2176502.533172772,190.0,42802.13717474142,803853127161.2805,40840608016.843094,92.7088331373969,0.9841225133771908,480.8758974990178,0.9943165514855729,1346.673710095126,0.9683791199770004,,,,
191.0,2.653776603981052,0.0,2345550.0314948093,191.0,40825.381940449704,768416417393.5968,38527930905.31518,101.98285367614419,0.985856783387833,524.0572886484312,0.9949677386002301,1347.8943339824048,0.966105771943201,,,,
192.0,2.6048564891437316,0.0,2700104.6022267323,192.0,39751.58457509862,747085951935.0547,27751046040.329308,111.27836185259258,0.9879904226578186,565.5319509467392,0.9955929104824578,1339.7252962768184,0.960458839735265,,,,
193.0,2.506571022246475,0.0,1912965.5573259972,193.0,38368.35401197897,720835141114.3336,28422901237.16951,120.83145912382572,0.9908768723578834,602.2441737219287,0.996232101744215,1329.201122311565,0.9565767344044966,,,,
194.0,2.397938905344007,0.0,2117139.0180248204,194.0,39278.766508103676,737440183775.5553,28057528866.262108,132.0752186168948,0.9916856533058394,631.1356496113284,0.9966693537520648,1312.093836634979,0.9506833948285013,,,,
195.0,2.467378966414759,0.0,1886695.3597548911,195.0,39914.82975848789,747403845431.8284,28555173661.663795,148.77853919095296,0.9917897921873964,656.0048781789752,0.9968687866235172,1296.2535922962757,0.9460041449605827,,,,
196.0,2.4984940364731885,0.0,1979983.484583901,196.0,41754.16660435275,784039345926.1898,28437941447.49927,172.101464324507,0.9925636518296208,683.2732208107481,0.9970296106685201,1280.5133339136994,0.9354023408807297,,,,
197.0,2.5269459266503778,0.0,2049910.010386412,197.0,41936.261478677225,786531956383.648,35530501782.520935,204.89217374969135,0.9954611560418855,707.4901945042228,0.9976413838397767,1273.6308954101337,0.9313424362151345,,,,
198.0,2.537972074633511,0.0,2488026.818096544,198.0,39977.75693922764,750407963580.4731,28717414113.01727,241.47477896644457,0.9972212266454059,729.5606176107214,0.9974899613990937,1265.7748377147354,0.9256983586253761,,,,
199.0,2.4423341091098827,0.0,2297107.338746262,199.0,40031.19824444798,751371299910.5153,41369107422.717026,282.6103247164712,0.9969596881865715,749.1912733602037,0.9972434831062991,1249.4750991958683,0.9152771922603272,,,,
200.0,2.351677638270601,0.0,3722223.7558950605,200.0,39076.59377063225,732311951673.3547,36401287454.43055,326.17996223380925,0.9969031437469817,768.2716213072653,0.9965869660454253,1228.9310824778483,0.8986641038217198,,,,
201.0,2.3813329425773815,0.0,1982037.654333578,201.0,37281.91809217662,701921012034.6644,53550491997.72306,358.11382234616013,0.997631728879249,783.9060194281608,0.9970088934962376,1212.5385527011852,0.888499412441614,,,,
202.0,2.304536202589076,0.0,4080923.3489203053,202.0,35456.124660766836,664681184168.7764,20929083220.53677,385.71653169147885,0.9978457497377458,793.7384630502653,0.9967645338032624,1185.5071973291965,0.8736384949954747,,,,
203.0,2.192892498080472,0.0,1640676.778689443,203.0,34213.59993217662,642012590040.6406,22120323672.367214,409.437079503466,0.9982464698404763,797.1083033602252,0.9963249221172475,1146.9957080606966,0.8519502571002383,,,,
204.0,2.1383173820581223,0.0,1690897.1678259657,204.0,33455.55127272261,627747173675.4332,22937379734.633812,423.89600918132396,0.9984020407083065,791.6162547977352,0.9962940550815076,1110.4295577690066,0.8394298711496562,,,,
205.0,2.057808188350611,0.0,1573293.32298956,205.0,32409.499767175417,607621607805.3499,19741588059.45234,430.8466195656282,0.9984041237059046,780.8543706864198,0.9957441327547105,1070.347538392129,0.8282996404882663,,,,
206.0,1.9887020288676704,0.0,1813727.8109935971,206.0,32383.78112696872,605357009416.7555,29070652059.995018,429.01832712105244,0.9983614810512146,767.8513080686888,0.9952919153750197,1023.5777516927985,0.8142641781333195,,,,
207.0,1.9865823632653075,0.0,2706673.1035583178,207.0,29971.903783612062,561743228116.5483,23000299061.896305,423.87427616857036,0.9983617485082839,754.8007779375466,0.9953372034218781,980.1705243724533,0.8044310938673134,,,,
208.0,1.8328815947171397,0.0,2928487.319949384,208.0,30928.211908849244,580252472382.7122,20095540828.295692,405.19804037973614,0.9991574510629636,731.3944773178022,0.9952417976601264,927.7223028068413,0.7909564693617077,,,,
209.0,1.9356818993153324,0.0,1994170.3848682868,209.0,31919.393922554555,597872278369.1111,17742105807.895496,379.1591959859656,0.9982454804376513,697.9260843090102,0.9958570586307477,869.2601158215803,0.7750458531186778,,,,
210.0,1.9981618302845954,0.0,891660.7944358885,210.0,31588.6713510167,592581931071.2119,17715455994.789402,361.02420899858294,0.997916757602634,673.9666011881576,0.9957222193793914,811.3093234353634,0.7500005018605764,,,,
211.0,1.9647275845013288,0.0,1378577.779249619,211.0,31399.653128682126,588495008675.5178,22671859962.66356,346.1971863349783,0.996088836460213,655.1701857444319,0.9957190703707538,764.3150803968899,0.7340424252674044,,,,
212.0,1.999301845886211,0.0,1997566.8809154367,212.0,31726.038833909817,595342431373.8641,21557729227.284348,329.6524303340142,0.9960211810169232,640.120770499906,0.9950066261258483,714.0657920606498,0.7185709711683382,,,,
213.0,2.00579685453423,0.0,2004076.2460402506,213.0,32878.50187357147,616691143979.958,21779069066.445965,312.3257484521622,0.9955626033047794,620.2059283810837,0.9913884659483367,661.18243951343,0.695980405626771,,,,
214.0,2.0840754148373377,0.0,2396791.7874001455,214.0,32676.38380096018,613002045101.37,19932531699.624603,298.04787236579153,0.9960419971828056,596.0254035451095,0.9902595831069192,612.4849304015331,0.6740651183109653,,,,
215.0,2.052947600599638,0.0,2262107.9167016265,215.0,33262.6543524462,623350567666.981,21683885320.611263,284.3899158097131,0.9960767548320875,567.8055186089396,0.9808019132806304,572.3780488918965,0.6582456695344203,,,,
216.0,2.149988418925524,0.0,1853478.5892551213,216.0,34299.938016517444,643335853171.1349,17798828844.27227,269.6826142001786,0.9972030119918391,545.5383081248674,0.974853554828268,534.4061153376038,0.6414398238800357,,,,
217.0,2.26027820756122,0.0,1325075.1409555338,217.0,33704.53847440508,632185737683.1548,20558304483.59407,265.2532873141573,0.9984959379399875,536.6801854010848,0.9726816633069553,511.51160024988235,0.6350283993177211,,,,
218.0,2.2438396518635964,0.0,1451049.8642499591,218.0,33971.297749757956,637000370375.4657,24282108111.21572,266.71493929326994,0.9984713042992687,524.1962788367405,0.9720787873099668,484.4141522153685,0.6217957641043578,,,,
219.0,2.262634637733697,0.0,1195152.8609405276,219.0,32933.578199292395,617861633771.9894,29065577052.29722,264.81352867406946,0.9975552472011591,498.9454834006091,0.9609025596815086,456.98591793096125,0.6099667478742746,,,,
220.0,2.198717140374792,0.0,1766382.9675011097,220.0,33932.25463831538,636246944189.2604,23692220470.135063,255.83442523555428,0.9979653929370842,472.5655318733442,0.950009596128922,421.2734397116445,0.5842435326859723,,,,
221.0,2.271846578311849,0.0,1324492.8945000262,221.0,34149.98981477412,640405812761.686,26106856611.92326,248.17440410615703,0.997401360923341,445.07994263975786,0.9449381312710337,389.5389965543747,0.5686501512949299,,,,
222.0,2.297048517341531,0.0,1282250.4556000216,222.0,33928.13421837147,636061920914.8282,25894820184.74507,247.1482543856457,0.9973706086611026,415.276086331494,0.929072514270564,354.88975466491553,0.5363627958322247,,,,
223.0,2.271993791042838,0.0,2110223.103111421,223.0,35394.213074080915,663571591568.1959,22727930417.748825,252.44954664314696,0.996309102840005,385.8772352792999,0.9158352793574852,323.970888123199,0.5046969138309895,,,,
224.0,2.346294599134322,0.0,1340863.032151039,224.0,34729.89077801021,650382046624.6503,22986053604.70427,252.48568276467256,0.990207674893729,356.26978235178393,0.8973982695973122,294.7142502827688,0.46524618975887244,,,,
